brickname,ra,dec,ra1,ra2,dec1,dec2
1846p035,184.63143254520168,3.5,184.50625869262865,184.7566063977747,3.375,3.625
1848m002,184.875,-0.25,184.75,185,-0.375,-0.125
1848m005,184.875,-0.5,184.75,185,-0.625,-0.375
1848m007,184.875,-0.75,184.75,185,-0.875,-0.625
1848m010,184.875,-1,184.75,185,-1.125,-0.875
1848m012,184.875,-1.25,184.75,185,-1.375,-1.125
1848m015,184.875,-1.5,184.75,185,-1.625,-1.375
1848m017,184.875,-1.75,184.75,185,-1.875,-1.625
1848m020,184.875,-2,184.75,185,-2.125,-1.875
1848m022,184.875,-2.25,184.75,185,-2.375,-2.125
1848m025,184.875,-2.5,184.75,185,-2.625,-2.375
1848m027,184.875,-2.75,184.75,185,-2.875,-2.625
1848m030,184.875,-3,184.75,185,-3.125,-2.875
1848m032,184.8817802503477,-3.25,184.7566063977747,185.00695410292076,-3.375,-3.125
1848m035,184.8817802503477,-3.5,184.7566063977747,185.00695410292076,-3.625,-3.375
1848p000,184.875,0,184.75,185,-0.125,0.125
1848p002,184.875,0.25,184.75,185,0.125,0.375
1848p005,184.875,0.5,184.75,185,0.375,0.625
1848p007,184.875,0.75,184.75,185,0.625,0.875
1848p010,184.875,1,184.75,185,0.875,1.125
1848p012,184.875,1.25,184.75,185,1.125,1.375
1848p015,184.875,1.5,184.75,185,1.375,1.625
1848p017,184.875,1.75,184.75,185,1.625,1.875
1848p020,184.875,2,184.75,185,1.875,2.125
1848p022,184.875,2.25,184.75,185,2.125,2.375
1848p025,184.875,2.5,184.75,185,2.375,2.625
1848p027,184.875,2.75,184.75,185,2.625,2.875
1848p030,184.875,3,184.75,185,2.875,3.125
1848p032,184.8817802503477,3.25,184.7566063977747,185.00695410292076,3.125,3.375
1848p035,184.8817802503477,3.5,184.7566063977747,185.00695410292076,3.375,3.625
1851m002,185.125,-0.25,185,185.25,-0.375,-0.125
1851m005,185.125,-0.5,185,185.25,-0.625,-0.375
1851m007,185.125,-0.75,185,185.25,-0.875,-0.625
1851m010,185.125,-1,185,185.25,-1.125,-0.875
1851m012,185.125,-1.25,185,185.25,-1.375,-1.125
1851m015,185.125,-1.5,185,185.25,-1.625,-1.375
1851m017,185.125,-1.75,185,185.25,-1.875,-1.625
1851m020,185.125,-2,185,185.25,-2.125,-1.875
1851m022,185.125,-2.25,185,185.25,-2.375,-2.125
1851m025,185.125,-2.5,185,185.25,-2.625,-2.375
1851m027,185.125,-2.75,185,185.25,-2.875,-2.625
1851m030,185.125,-3,185,185.25,-3.125,-2.875
1851m032,185.13212795549373,-3.25,185.00695410292064,185.2573018080668,-3.375,-3.125
1851m035,185.13212795549373,-3.5,185.00695410292064,185.2573018080668,-3.625,-3.375
1851p000,185.125,0,185,185.25,-0.125,0.125
1851p002,185.125,0.25,185,185.25,0.125,0.375
1851p005,185.125,0.5,185,185.25,0.375,0.625
1851p007,185.125,0.75,185,185.25,0.625,0.875
1851p010,185.125,1,185,185.25,0.875,1.125
1851p012,185.125,1.25,185,185.25,1.125,1.375
1851p015,185.125,1.5,185,185.25,1.375,1.625
1851p017,185.125,1.75,185,185.25,1.625,1.875
1851p020,185.125,2,185,185.25,1.875,2.125
1851p022,185.125,2.25,185,185.25,2.125,2.375
1851p025,185.125,2.5,185,185.25,2.375,2.625
1851p027,185.125,2.75,185,185.25,2.625,2.875
1851p030,185.125,3,185,185.25,2.875,3.125
1851p032,185.13212795549373,3.25,185.00695410292064,185.2573018080668,3.125,3.375
1851p035,185.13212795549373,3.5,185.00695410292064,185.2573018080668,3.375,3.625
1853m002,185.375,-0.25,185.25,185.5,-0.375,-0.125
1853m005,185.375,-0.5,185.25,185.5,-0.625,-0.375
1853m007,185.375,-0.75,185.25,185.5,-0.875,-0.625
1853m010,185.375,-1,185.25,185.5,-1.125,-0.875
1853m012,185.375,-1.25,185.25,185.5,-1.375,-1.125
1853m015,185.375,-1.5,185.25,185.5,-1.625,-1.375
1853m017,185.375,-1.75,185.25,185.5,-1.875,-1.625
1853m020,185.375,-2,185.25,185.5,-2.125,-1.875
1853m022,185.375,-2.25,185.25,185.5,-2.375,-2.125
1853m025,185.375,-2.5,185.25,185.5,-2.625,-2.375
1853m027,185.375,-2.75,185.25,185.5,-2.875,-2.625
1853m030,185.375,-3,185.25,185.5,-3.125,-2.875
1853m032,185.38247566063978,-3.25,185.2573018080668,185.50764951321275,-3.375,-3.125
1853m035,185.38247566063978,-3.5,185.2573018080668,185.50764951321275,-3.625,-3.375
1853p000,185.375,0,185.25,185.5,-0.125,0.125
1853p002,185.375,0.25,185.25,185.5,0.125,0.375
1853p005,185.375,0.5,185.25,185.5,0.375,0.625
1853p007,185.375,0.75,185.25,185.5,0.625,0.875
1853p010,185.375,1,185.25,185.5,0.875,1.125
1853p012,185.375,1.25,185.25,185.5,1.125,1.375
1853p015,185.375,1.5,185.25,185.5,1.375,1.625
1853p017,185.375,1.75,185.25,185.5,1.625,1.875
1853p020,185.375,2,185.25,185.5,1.875,2.125
1853p022,185.375,2.25,185.25,185.5,2.125,2.375
1853p025,185.375,2.5,185.25,185.5,2.375,2.625
1853p027,185.375,2.75,185.25,185.5,2.625,2.875
1853p030,185.375,3,185.25,185.5,2.875,3.125
1853p032,185.38247566063978,3.25,185.2573018080668,185.50764951321275,3.125,3.375
1853p035,185.38247566063978,3.5,185.2573018080668,185.50764951321275,3.375,3.625
1856m002,185.625,-0.25,185.5,185.75,-0.375,-0.125
1856m005,185.625,-0.5,185.5,185.75,-0.625,-0.375
1856m007,185.625,-0.75,185.5,185.75,-0.875,-0.625
1856m010,185.625,-1,185.5,185.75,-1.125,-0.875
1856m012,185.625,-1.25,185.5,185.75,-1.375,-1.125
1856m015,185.625,-1.5,185.5,185.75,-1.625,-1.375
1856m017,185.625,-1.75,185.5,185.75,-1.875,-1.625
1856m020,185.625,-2,185.5,185.75,-2.125,-1.875
1856m022,185.625,-2.25,185.5,185.75,-2.375,-2.125
1856m025,185.625,-2.5,185.5,185.75,-2.625,-2.375
1856m027,185.625,-2.75,185.5,185.75,-2.875,-2.625
1856m030,185.625,-3,185.5,185.75,-3.125,-2.875
1856m032,185.6328233657858,-3.25,185.50764951321275,185.7579972183588,-3.375,-3.125
1856m035,185.6328233657858,-3.5,185.50764951321275,185.7579972183588,-3.625,-3.375
1856p000,185.625,0,185.5,185.75,-0.125,0.125
1856p002,185.625,0.25,185.5,185.75,0.125,0.375
1856p005,185.625,0.5,185.5,185.75,0.375,0.625
1856p007,185.625,0.75,185.5,185.75,0.625,0.875
1856p010,185.625,1,185.5,185.75,0.875,1.125
1856p012,185.625,1.25,185.5,185.75,1.125,1.375
1856p015,185.625,1.5,185.5,185.75,1.375,1.625
1856p017,185.625,1.75,185.5,185.75,1.625,1.875
1856p020,185.625,2,185.5,185.75,1.875,2.125
1856p022,185.625,2.25,185.5,185.75,2.125,2.375
1856p025,185.625,2.5,185.5,185.75,2.375,2.625
1856p027,185.625,2.75,185.5,185.75,2.625,2.875
1856p030,185.625,3,185.5,185.75,2.875,3.125
1856p032,185.6328233657858,3.25,185.50764951321275,185.7579972183588,3.125,3.375
1856p035,185.6328233657858,3.5,185.50764951321275,185.7579972183588,3.375,3.625
1858m002,185.875,-0.25,185.75,186,-0.375,-0.125
1858m005,185.875,-0.5,185.75,186,-0.625,-0.375
1858m007,185.875,-0.75,185.75,186,-0.875,-0.625
1858m010,185.875,-1,185.75,186,-1.125,-0.875
1858m012,185.875,-1.25,185.75,186,-1.375,-1.125
1858m015,185.875,-1.5,185.75,186,-1.625,-1.375
1858m017,185.875,-1.75,185.75,186,-1.875,-1.625
1858m020,185.875,-2,185.75,186,-2.125,-1.875
1858m022,185.875,-2.25,185.75,186,-2.375,-2.125
1858m025,185.875,-2.5,185.75,186,-2.625,-2.375
1858m027,185.875,-2.75,185.75,186,-2.875,-2.625
1858m030,185.875,-3,185.75,186,-3.125,-2.875
1858m032,185.88317107093184,-3.25,185.7579972183588,186.00834492350486,-3.375,-3.125
1858m035,185.88317107093184,-3.5,185.7579972183588,186.00834492350486,-3.625,-3.375
1858p000,185.875,0,185.75,186,-0.125,0.125
1858p002,185.875,0.25,185.75,186,0.125,0.375
1858p005,185.875,0.5,185.75,186,0.375,0.625
1858p007,185.875,0.75,185.75,186,0.625,0.875
1858p010,185.875,1,185.75,186,0.875,1.125
1858p012,185.875,1.25,185.75,186,1.125,1.375
1858p015,185.875,1.5,185.75,186,1.375,1.625
1858p017,185.875,1.75,185.75,186,1.625,1.875
1858p020,185.875,2,185.75,186,1.875,2.125
1858p022,185.875,2.25,185.75,186,2.125,2.375
1858p025,185.875,2.5,185.75,186,2.375,2.625
1858p027,185.875,2.75,185.75,186,2.625,2.875
1858p030,185.875,3,185.75,186,2.875,3.125
1858p032,185.88317107093184,3.25,185.7579972183588,186.00834492350486,3.125,3.375
1858p035,185.88317107093184,3.5,185.7579972183588,186.00834492350486,3.375,3.625
1861m002,186.125,-0.25,186,186.25,-0.375,-0.125
1861m005,186.125,-0.5,186,186.25,-0.625,-0.375
1861m007,186.125,-0.75,186,186.25,-0.875,-0.625
1861m010,186.125,-1,186,186.25,-1.125,-0.875
1861m012,186.125,-1.25,186,186.25,-1.375,-1.125
1861m015,186.125,-1.5,186,186.25,-1.625,-1.375
1861m017,186.125,-1.75,186,186.25,-1.875,-1.625
1861m020,186.125,-2,186,186.25,-2.125,-1.875
1861m022,186.125,-2.25,186,186.25,-2.375,-2.125
1861m025,186.125,-2.5,186,186.25,-2.625,-2.375
1861m027,186.125,-2.75,186,186.25,-2.875,-2.625
1861m030,186.125,-3,186,186.25,-3.125,-2.875
1861m032,186.1335187760779,-3.25,186.00834492350486,186.25869262865092,-3.375,-3.125
1861m035,186.1335187760779,-3.5,186.00834492350486,186.25869262865092,-3.625,-3.375
1861p000,186.125,0,186,186.25,-0.125,0.125
1861p002,186.125,0.25,186,186.25,0.125,0.375
1861p005,186.125,0.5,186,186.25,0.375,0.625
1861p007,186.125,0.75,186,186.25,0.625,0.875
1861p010,186.125,1,186,186.25,0.875,1.125
1861p012,186.125,1.25,186,186.25,1.125,1.375
1861p015,186.125,1.5,186,186.25,1.375,1.625
1861p017,186.125,1.75,186,186.25,1.625,1.875
1861p020,186.125,2,186,186.25,1.875,2.125
1861p022,186.125,2.25,186,186.25,2.125,2.375
1861p025,186.125,2.5,186,186.25,2.375,2.625
1861p027,186.125,2.75,186,186.25,2.625,2.875
1861p030,186.125,3,186,186.25,2.875,3.125
1861p032,186.1335187760779,3.25,186.00834492350486,186.25869262865092,3.125,3.375
1861p035,186.1335187760779,3.5,186.00834492350486,186.25869262865092,3.375,3.625
1863m002,186.375,-0.25,186.25,186.5,-0.375,-0.125
1863m005,186.375,-0.5,186.25,186.5,-0.625,-0.375
1863m007,186.375,-0.75,186.25,186.5,-0.875,-0.625
1863m010,186.375,-1,186.25,186.5,-1.125,-0.875
1863m012,186.375,-1.25,186.25,186.5,-1.375,-1.125
1863m015,186.375,-1.5,186.25,186.5,-1.625,-1.375
1863m017,186.375,-1.75,186.25,186.5,-1.875,-1.625
1863m020,186.375,-2,186.25,186.5,-2.125,-1.875
1863m022,186.375,-2.25,186.25,186.5,-2.375,-2.125
1863m025,186.375,-2.5,186.25,186.5,-2.625,-2.375
1863m027,186.375,-2.75,186.25,186.5,-2.875,-2.625
1863m030,186.375,-3,186.25,186.5,-3.125,-2.875
1863m032,186.38386648122392,-3.25,186.25869262865092,186.50904033379697,-3.375,-3.125
1863m035,186.38386648122392,-3.5,186.25869262865092,186.50904033379697,-3.625,-3.375
1863p000,186.375,0,186.25,186.5,-0.125,0.125
1863p002,186.375,0.25,186.25,186.5,0.125,0.375
1863p005,186.375,0.5,186.25,186.5,0.375,0.625
1863p007,186.375,0.75,186.25,186.5,0.625,0.875
1863p010,186.375,1,186.25,186.5,0.875,1.125
1863p012,186.375,1.25,186.25,186.5,1.125,1.375
1863p015,186.375,1.5,186.25,186.5,1.375,1.625
1863p017,186.375,1.75,186.25,186.5,1.625,1.875
1863p020,186.375,2,186.25,186.5,1.875,2.125
1863p022,186.375,2.25,186.25,186.5,2.125,2.375
1863p025,186.375,2.5,186.25,186.5,2.375,2.625
1863p027,186.375,2.75,186.25,186.5,2.625,2.875
1863p030,186.375,3,186.25,186.5,2.875,3.125
1863p032,186.38386648122392,3.25,186.25869262865092,186.50904033379697,3.125,3.375
1863p035,186.38386648122392,3.5,186.25869262865092,186.50904033379697,3.375,3.625
1866m002,186.625,-0.25,186.5,186.75,-0.375,-0.125
1866m005,186.625,-0.5,186.5,186.75,-0.625,-0.375
1866m007,186.625,-0.75,186.5,186.75,-0.875,-0.625
1866m010,186.625,-1,186.5,186.75,-1.125,-0.875
1866m012,186.625,-1.25,186.5,186.75,-1.375,-1.125
1866m015,186.625,-1.5,186.5,186.75,-1.625,-1.375
1866m017,186.625,-1.75,186.5,186.75,-1.875,-1.625
1866m020,186.625,-2,186.5,186.75,-2.125,-1.875
1866m022,186.625,-2.25,186.5,186.75,-2.375,-2.125
1866m025,186.625,-2.5,186.5,186.75,-2.625,-2.375
1866m027,186.625,-2.75,186.5,186.75,-2.875,-2.625
1866m030,186.625,-3,186.5,186.75,-3.125,-2.875
1866m032,186.63421418636995,-3.25,186.50904033379697,186.75938803894292,-3.375,-3.125
1866m035,186.63421418636995,-3.5,186.50904033379697,186.75938803894292,-3.625,-3.375
1866p000,186.625,0,186.5,186.75,-0.125,0.125
1866p002,186.625,0.25,186.5,186.75,0.125,0.375
1866p005,186.625,0.5,186.5,186.75,0.375,0.625
1866p007,186.625,0.75,186.5,186.75,0.625,0.875
1866p010,186.625,1,186.5,186.75,0.875,1.125
1866p012,186.625,1.25,186.5,186.75,1.125,1.375
1866p015,186.625,1.5,186.5,186.75,1.375,1.625
1866p017,186.625,1.75,186.5,186.75,1.625,1.875
1866p020,186.625,2,186.5,186.75,1.875,2.125
1866p022,186.625,2.25,186.5,186.75,2.125,2.375
1866p025,186.625,2.5,186.5,186.75,2.375,2.625
1866p027,186.625,2.75,186.5,186.75,2.625,2.875
1866p030,186.625,3,186.5,186.75,2.875,3.125
1866p032,186.63421418636995,3.25,186.50904033379697,186.75938803894292,3.125,3.375
1866p035,186.63421418636995,3.5,186.50904033379697,186.75938803894292,3.375,3.625
1868m002,186.875,-0.25,186.75,187,-0.375,-0.125
1868m005,186.875,-0.5,186.75,187,-0.625,-0.375
1868m007,186.875,-0.75,186.75,187,-0.875,-0.625
1868m010,186.875,-1,186.75,187,-1.125,-0.875
1868m012,186.875,-1.25,186.75,187,-1.375,-1.125
1868m015,186.875,-1.5,186.75,187,-1.625,-1.375
1868m017,186.875,-1.75,186.75,187,-1.875,-1.625
1868m020,186.875,-2,186.75,187,-2.125,-1.875
1868m022,186.875,-2.25,186.75,187,-2.375,-2.125
1868m025,186.875,-2.5,186.75,187,-2.625,-2.375
1868m027,186.875,-2.75,186.75,187,-2.875,-2.625
1868m030,186.875,-3,186.75,187,-3.125,-2.875
1868m032,186.884561891516,-3.25,186.75938803894292,187.00973574408908,-3.375,-3.125
1868m035,186.884561891516,-3.5,186.75938803894292,187.00973574408908,-3.625,-3.375
1868p000,186.875,0,186.75,187,-0.125,0.125
1868p002,186.875,0.25,186.75,187,0.125,0.375
1868p005,186.875,0.5,186.75,187,0.375,0.625
1868p007,186.875,0.75,186.75,187,0.625,0.875
1868p010,186.875,1,186.75,187,0.875,1.125
1868p012,186.875,1.25,186.75,187,1.125,1.375
1868p015,186.875,1.5,186.75,187,1.375,1.625
1868p017,186.875,1.75,186.75,187,1.625,1.875
1868p020,186.875,2,186.75,187,1.875,2.125
1868p022,186.875,2.25,186.75,187,2.125,2.375
1868p025,186.875,2.5,186.75,187,2.375,2.625
1868p027,186.875,2.75,186.75,187,2.625,2.875
1868p030,186.875,3,186.75,187,2.875,3.125
1868p032,186.884561891516,3.25,186.75938803894292,187.00973574408908,3.125,3.375
1868p035,186.884561891516,3.5,186.75938803894292,187.00973574408908,3.375,3.625
2101m002,210.125,-0.25,210,210.25,-0.375,-0.125
2101m005,210.125,-0.5,210,210.25,-0.625,-0.375
2101m007,210.125,-0.75,210,210.25,-0.875,-0.625
2101m010,210.125,-1,210,210.25,-1.125,-0.875
2101m012,210.125,-1.25,210,210.25,-1.375,-1.125
2101m015,210.125,-1.5,210,210.25,-1.625,-1.375
2101m017,210.125,-1.75,210,210.25,-1.875,-1.625
2101m020,210.125,-2,210,210.25,-2.125,-1.875
2101m022,210.125,-2.25,210,210.25,-2.375,-2.125
2101m025,210.125,-2.5,210,210.25,-2.625,-2.375
2101m027,210.125,-2.75,210,210.25,-2.875,-2.625
2101m030,210.125,-3,210,210.25,-3.125,-2.875
2101m032,210.16689847009735,-3.25,210.04172461752432,210.29207232267038,-3.375,-3.125
2101m035,210.16689847009735,-3.5,210.04172461752432,210.29207232267038,-3.625,-3.375
2101p000,210.125,0,210,210.25,-0.125,0.125
2101p002,210.125,0.25,210,210.25,0.125,0.375
2101p005,210.125,0.5,210,210.25,0.375,0.625
2101p007,210.125,0.75,210,210.25,0.625,0.875
2101p010,210.125,1,210,210.25,0.875,1.125
2101p012,210.125,1.25,210,210.25,1.125,1.375
2101p015,210.125,1.5,210,210.25,1.375,1.625
2101p017,210.125,1.75,210,210.25,1.625,1.875
2101p020,210.125,2,210,210.25,1.875,2.125
2101p022,210.125,2.25,210,210.25,2.125,2.375
2101p025,210.125,2.5,210,210.25,2.375,2.625
2101p027,210.125,2.75,210,210.25,2.625,2.875
2101p030,210.125,3,210,210.25,2.875,3.125
2101p032,210.16689847009735,3.25,210.04172461752432,210.29207232267038,3.125,3.375
2101p035,210.16689847009735,3.5,210.04172461752432,210.29207232267038,3.375,3.625
2103m002,210.375,-0.25,210.25,210.5,-0.375,-0.125
2103m005,210.375,-0.5,210.25,210.5,-0.625,-0.375
2103m007,210.375,-0.75,210.25,210.5,-0.875,-0.625
2103m010,210.375,-1,210.25,210.5,-1.125,-0.875
2103m012,210.375,-1.25,210.25,210.5,-1.375,-1.125
2103m015,210.375,-1.5,210.25,210.5,-1.625,-1.375
2103m017,210.375,-1.75,210.25,210.5,-1.875,-1.625
2103m020,210.375,-2,210.25,210.5,-2.125,-1.875
2103m022,210.375,-2.25,210.25,210.5,-2.375,-2.125
2103m025,210.375,-2.5,210.25,210.5,-2.625,-2.375
2103m027,210.375,-2.75,210.25,210.5,-2.875,-2.625
2103m030,210.375,-3,210.25,210.5,-3.125,-2.875
2103p000,210.375,0,210.25,210.5,-0.125,0.125
2103p002,210.375,0.25,210.25,210.5,0.125,0.375
2103p005,210.375,0.5,210.25,210.5,0.375,0.625
2103p007,210.375,0.75,210.25,210.5,0.625,0.875
2103p010,210.375,1,210.25,210.5,0.875,1.125
2103p012,210.375,1.25,210.25,210.5,1.125,1.375
2103p015,210.375,1.5,210.25,210.5,1.375,1.625
2103p017,210.375,1.75,210.25,210.5,1.625,1.875
2103p020,210.375,2,210.25,210.5,1.875,2.125
2103p022,210.375,2.25,210.25,210.5,2.125,2.375
2103p025,210.375,2.5,210.25,210.5,2.375,2.625
2103p027,210.375,2.75,210.25,210.5,2.625,2.875
2103p030,210.375,3,210.25,210.5,2.875,3.125
2104m032,210.4172461752434,-3.25,210.29207232267038,210.54242002781643,-3.375,-3.125
2104m035,210.4172461752434,-3.5,210.29207232267038,210.54242002781643,-3.625,-3.375
2104p032,210.4172461752434,3.25,210.29207232267038,210.54242002781643,3.125,3.375
2104p035,210.4172461752434,3.5,210.29207232267038,210.54242002781643,3.375,3.625
2106m002,210.625,-0.25,210.5,210.75,-0.375,-0.125
2106m005,210.625,-0.5,210.5,210.75,-0.625,-0.375
2106m007,210.625,-0.75,210.5,210.75,-0.875,-0.625
2106m010,210.625,-1,210.5,210.75,-1.125,-0.875
2106m012,210.625,-1.25,210.5,210.75,-1.375,-1.125
2106m015,210.625,-1.5,210.5,210.75,-1.625,-1.375
2106m017,210.625,-1.75,210.5,210.75,-1.875,-1.625
2106m020,210.625,-2,210.5,210.75,-2.125,-1.875
2106m022,210.625,-2.25,210.5,210.75,-2.375,-2.125
2106m025,210.625,-2.5,210.5,210.75,-2.625,-2.375
2106m027,210.625,-2.75,210.5,210.75,-2.875,-2.625
2106m030,210.625,-3,210.5,210.75,-3.125,-2.875
2106m032,210.66759388038943,-3.25,210.54242002781643,210.7927677329625,-3.375,-3.125
2106m035,210.66759388038943,-3.5,210.54242002781643,210.7927677329625,-3.625,-3.375
2106p000,210.625,0,210.5,210.75,-0.125,0.125
2106p002,210.625,0.25,210.5,210.75,0.125,0.375
2106p005,210.625,0.5,210.5,210.75,0.375,0.625
2106p007,210.625,0.75,210.5,210.75,0.625,0.875
2106p010,210.625,1,210.5,210.75,0.875,1.125
2106p012,210.625,1.25,210.5,210.75,1.125,1.375
2106p015,210.625,1.5,210.5,210.75,1.375,1.625
2106p017,210.625,1.75,210.5,210.75,1.625,1.875
2106p020,210.625,2,210.5,210.75,1.875,2.125
2106p022,210.625,2.25,210.5,210.75,2.125,2.375
2106p025,210.625,2.5,210.5,210.75,2.375,2.625
2106p027,210.625,2.75,210.5,210.75,2.625,2.875
2106p030,210.625,3,210.5,210.75,2.875,3.125
2106p032,210.66759388038943,3.25,210.54242002781643,210.7927677329625,3.125,3.375
2106p035,210.66759388038943,3.5,210.54242002781643,210.7927677329625,3.375,3.625
2108m002,210.875,-0.25,210.75,211,-0.375,-0.125
2108m005,210.875,-0.5,210.75,211,-0.625,-0.375
2108m007,210.875,-0.75,210.75,211,-0.875,-0.625
2108m010,210.875,-1,210.75,211,-1.125,-0.875
2108m012,210.875,-1.25,210.75,211,-1.375,-1.125
2108m015,210.875,-1.5,210.75,211,-1.625,-1.375
2108m017,210.875,-1.75,210.75,211,-1.875,-1.625
2108m020,210.875,-2,210.75,211,-2.125,-1.875
2108m022,210.875,-2.25,210.75,211,-2.375,-2.125
2108m025,210.875,-2.5,210.75,211,-2.625,-2.375
2108m027,210.875,-2.75,210.75,211,-2.875,-2.625
2108m030,210.875,-3,210.75,211,-3.125,-2.875
2108p000,210.875,0,210.75,211,-0.125,0.125
2108p002,210.875,0.25,210.75,211,0.125,0.375
2108p005,210.875,0.5,210.75,211,0.375,0.625
2108p007,210.875,0.75,210.75,211,0.625,0.875
2108p010,210.875,1,210.75,211,0.875,1.125
2108p012,210.875,1.25,210.75,211,1.125,1.375
2108p015,210.875,1.5,210.75,211,1.375,1.625
2108p017,210.875,1.75,210.75,211,1.625,1.875
2108p020,210.875,2,210.75,211,1.875,2.125
2108p022,210.875,2.25,210.75,211,2.125,2.375
2108p025,210.875,2.5,210.75,211,2.375,2.625
2108p027,210.875,2.75,210.75,211,2.625,2.875
2108p030,210.875,3,210.75,211,2.875,3.125
2109m032,210.91794158553546,-3.25,210.79276773296237,211.04311543810854,-3.375,-3.125
2109m035,210.91794158553546,-3.5,210.79276773296237,211.04311543810854,-3.625,-3.375
2109p032,210.91794158553546,3.25,210.79276773296237,211.04311543810854,3.125,3.375
2109p035,210.91794158553546,3.5,210.79276773296237,211.04311543810854,3.375,3.625
2111m002,211.125,-0.25,211,211.25,-0.375,-0.125
2111m005,211.125,-0.5,211,211.25,-0.625,-0.375
2111m007,211.125,-0.75,211,211.25,-0.875,-0.625
2111m010,211.125,-1,211,211.25,-1.125,-0.875
2111m012,211.125,-1.25,211,211.25,-1.375,-1.125
2111m015,211.125,-1.5,211,211.25,-1.625,-1.375
2111m017,211.125,-1.75,211,211.25,-1.875,-1.625
2111m020,211.125,-2,211,211.25,-2.125,-1.875
2111m022,211.125,-2.25,211,211.25,-2.375,-2.125
2111m025,211.125,-2.5,211,211.25,-2.625,-2.375
2111m027,211.125,-2.75,211,211.25,-2.875,-2.625
2111m030,211.125,-3,211,211.25,-3.125,-2.875
2111m032,211.1682892906815,-3.25,211.04311543810854,211.29346314325448,-3.375,-3.125
2111m035,211.1682892906815,-3.5,211.04311543810854,211.29346314325448,-3.625,-3.375
2111p000,211.125,0,211,211.25,-0.125,0.125
2111p002,211.125,0.25,211,211.25,0.125,0.375
2111p005,211.125,0.5,211,211.25,0.375,0.625
2111p007,211.125,0.75,211,211.25,0.625,0.875
2111p010,211.125,1,211,211.25,0.875,1.125
2111p012,211.125,1.25,211,211.25,1.125,1.375
2111p015,211.125,1.5,211,211.25,1.375,1.625
2111p017,211.125,1.75,211,211.25,1.625,1.875
2111p020,211.125,2,211,211.25,1.875,2.125
2111p022,211.125,2.25,211,211.25,2.125,2.375
2111p025,211.125,2.5,211,211.25,2.375,2.625
2111p027,211.125,2.75,211,211.25,2.625,2.875
2111p030,211.125,3,211,211.25,2.875,3.125
2111p032,211.1682892906815,3.25,211.04311543810854,211.29346314325448,3.125,3.375
2111p035,211.1682892906815,3.5,211.04311543810854,211.29346314325448,3.375,3.625
2113m002,211.375,-0.25,211.25,211.5,-0.375,-0.125
2113m005,211.375,-0.5,211.25,211.5,-0.625,-0.375
2113m007,211.375,-0.75,211.25,211.5,-0.875,-0.625
2113m010,211.375,-1,211.25,211.5,-1.125,-0.875
2113m012,211.375,-1.25,211.25,211.5,-1.375,-1.125
2113m015,211.375,-1.5,211.25,211.5,-1.625,-1.375
2113m017,211.375,-1.75,211.25,211.5,-1.875,-1.625
2113m020,211.375,-2,211.25,211.5,-2.125,-1.875
2113m022,211.375,-2.25,211.25,211.5,-2.375,-2.125
2113m025,211.375,-2.5,211.25,211.5,-2.625,-2.375
2113m027,211.375,-2.75,211.25,211.5,-2.875,-2.625
2113m030,211.375,-3,211.25,211.5,-3.125,-2.875
2113p000,211.375,0,211.25,211.5,-0.125,0.125
2113p002,211.375,0.25,211.25,211.5,0.125,0.375
2113p005,211.375,0.5,211.25,211.5,0.375,0.625
2113p007,211.375,0.75,211.25,211.5,0.625,0.875
