CATID,RA_OBJ,DEC_OBJ,RA_IFU,DEC_IFU,r_petro,z_spec,z_tonry,M_r,r_e,ellip,PA,Mstar,g_i,SURV_SAMI,BAD_CLASS
"598998",129.69961532,0.32602927,129.69961532,0.32602927,16.107,0.07836,0.07939,-21.77,4.7,0.46,146.79001,10.8,1.18,3,0
"205161",140.68724345,-0.3488322,140.68724345,-0.3488322,14.931,0.05825,0.0594,-22.4,6.48,0.376,78.860016,11.14,1.27,8,0
"177434",176.79743874,-1.88906713,176.79743874,-1.88906713,15.943,0.09489,0.09622,-22.5,5.62,0.2714,163.25,11.16,1.33,4,0
"99826",184.47984513,0.9080476,184.47984513,0.9080476,16.611,0.10893,0.11023,-22.13,2.77,0.1814,90.939995,11.07,1.45,4,0
"302310",137.16741842,1.45489821,137.16741842,1.45489821,17.076,0.10057,0.10172,-21.7,2.47,0.1977,10.68,10.93,1.33,4,1
"610396",180.0492761,0.39769832,180.0492761,0.39769832,16.84,0.08661,0.08791,-21.29,3.38,0.3812,20.429993,10.69,1.34,3,0
"517329",131.74843719,2.57031239,131.74843719,2.57031239,19.229,0.02971,0.03072,-17.39,33.83,0.7197,7.5,9.28,1.2,8,1
"23104",180.37659238,1.19410368,180.37659238,1.19410368,16.141,0.07837,0.07965,-21.73,3.2,0.3625,101.479996,10.73,1.09,3,1
"298549",220.27584778,1.40569134,220.27584778,1.40569134,16.591,0.08449,0.0853,-21.49,5.3,0.1516,77.72,10.72,1.25,3,0
"417639",132.50937587,2.28553793,132.50937587,2.28553793,16.297,0.10699,0.10808,-22.4,4.77,0.0912,162.54001,11.12,1.36,4,0
"97770",174.43995002,0.99049657,174.43995002,0.99049657,15.626,0.10004,0.10137,-22.77,9.57,0.2445,174.75,11.29,1.36,4,0
"79688",222.71914109,0.09450239,222.71914109,0.09450239,15.118,0.04268,0.04342,-21.57,8.15,0.07,5.2900085,10.81,1.23,8,0
"570203",222.73125024,-0.49237623,222.73125024,-0.49237623,14.998,0.04261,0.04335,-21.56,5.32,0.1749,107.3,10.78,1.22,8,0
"549170",130.65722636,-0.62171748,130.65722636,-0.62171748,17.156,0.1085,0.10958,-23.88,4.36,0.1898,88.099976,11.76,1.1,4,0
"623143",137.24586788,0.63397379,137.24586788,0.63397379,16.256,0.05345,0.05455,-20.8,7.18,0.3606,82.91998,10.38,1.11,8,0
"99685",183.78253455,1.01615928,183.78253455,1.01615928,19.74,0.04815,0.04938,-20.56,43.24,0.7919,101.200005,10.73,1.52,8,1
"273338",183.22518479,1.2988316,183.22518479,1.2988316,18.987,0.00409,0.00538,-13.73,0.68,0.6468,125.59,7.73,1.2,8,3
"718957",221.03691652,1.19498765,221.03691652,1.19498765,19.581,0.02807,0.02881,,,,,10.22,0.8,8,3
"740282",218.15538108,-1.52400457,218.15538108,-1.52400457,19.737,0.05282,0.05365,,,,,10.41,1.22,8,1
"3628809",135.71379791,-0.85621081,135.71379791,-0.85621081,17.045,0.01907,0.01984,,,,,8.79,0.58,8,0
"3630486",136.90923591,-0.90210505,136.90923591,-0.90210505,16.636,0.03028,0.03136,,,,,9.32,0.54,8,0
"386515",132.62286344,2.18549516,132.62286344,2.18549516,19.654,0.00757,0.00822,,1.49,0.1507,153.72,7.85,1.58,8,1
"208578",129.55916312,0.12287978,129.55916312,0.12287978,17.657,0.05149,0.0525,-19.41,5.08,0.8439,51.619995,9.87,1.14,3,0
"545411",219.37551783,-0.84076937,219.37551783,-0.84076937,16.653,0.05072,0.05152,-20.18,3.6,0.29,140.26,9.86,0.75,3,0
"227168",212.46811562,1.30502461,212.46811562,1.30502461,18.831,0.02559,0.0265,-16.54,2.19,0.5131,156.2,8.22,0.47,8,0
"484771",212.45316092,-1.91296739,212.45316092,-1.91296739,17.741,0.02896,0.02986,-17.97,4.01,0.5036,46.839996,8.84,0.54,8,0
"323721",132.82559801,1.63470592,132.82559801,1.63470592,18.645,0.03813,0.03916,-17.56,2.62,0.6152,70.09,8.69,0.57,3,0
"204914",139.97048059,-0.24247526,139.97048059,-0.24247526,17.768,0.05617,0.05731,-19.35,3.33,0.8267,144.0,9.53,0.76,3,0
"92068",214.74988845,0.56352433,214.74988845,0.56352433,16.654,0.05349,0.05437,-20.26,3.48,0.3808,85.31,9.75,0.56,3,0
"460298",211.51452109,-1.65757555,211.51452109,-1.65757555,17.622,0.05427,0.05521,-19.33,5.3,0.8177,112.44,9.51,0.73,3,0
"38993",174.41349658666667,-0.81512934,174.41307992,-0.81512934,16.01,0.04433,0.0456,-20.5,3.51,0.5433,19.380005,9.58,0.24,3,5
"49857",222.97283827555557,-0.72344931,222.97228272,-0.72344931,17.172,0.04378,0.04451,-19.6,3.98,0.554,95.47,9.47,0.54,8,5
"386898",134.40439431,2.23945194,134.40439431,2.23945194,15.59,0.05372,0.05478,-21.4,7.31,0.21,145.28,10.44,0.86,8,0
"376584",134.25804693,1.44512499,134.25804693,1.44512499,16.329,0.07051,0.07159,-21.3,5.29,0.5297,18.070007,10.51,1.04,3,0
"85423",182.27831961,0.4732831,182.27831961,0.4732831,17.509,0.01973,0.02152,-17.35,3.56,0.1767,123.350006,8.63,0.59,8,0
"396709",174.68771146,1.52958228,174.68771146,1.52958228,17.054,0.07801,0.07931,-20.79,2.55,0.3679,143.33,10.35,1.1,3,0
"493501",221.3716757,-1.18575247,221.3716757,-1.18575247,16.688,0.04168,0.04244,-19.71,4.8,0.8058,75.47,10.0,1.14,8,0
"516812",129.24114306,2.25075264,129.24114306,2.25075264,15.217,0.03138,0.03236,-20.76,10.28,0.4764,110.85,10.21,0.85,8,1
"517256",131.42709697,2.35608399,131.42709697,2.35608399,17.008,0.03261,0.03362,-18.89,7.15,0.6943,162.61,9.25,0.59,8,0
"202309",129.07747465,-0.34962058,129.07747465,-0.34962058,17.929,0.05731,0.05832,-19.17,2.0,0.5438,122.67,9.41,0.69,3,0
"278134",213.12386417,1.13040195,213.12386417,1.13040195,17.683,0.04683,0.04773,-19.1,3.63,0.63,145.0,9.43,0.72,3,0
"62939",213.98688136,-0.34446321,213.98688136,-0.34446321,16.973,0.07726,0.07818,-20.86,2.74,0.3288,66.06,10.4,1.16,3,0
"574502",136.00382426,-0.08924003,136.00382426,-0.08924003,15.082,0.01905,0.01982,-20.08,19.13,0.8112,134.86,10.18,1.12,8,0
"511921",216.67459892,-1.14927299,216.67459892,-1.14927299,17.213,0.03066,0.03149,-18.45,1.77,0.3815,159.09,9.16,0.7,8,0
"100162",185.79312004,0.93489316,185.79312004,0.93489316,16.666,0.02577,0.02701,-18.67,2.75,0.4972,47.020004,9.15,0.59,8,0
"386402",131.9851712,2.19123289,131.9851712,2.19123289,15.919,0.06136,0.0624,-21.36,4.33,0.126,151.01,10.48,0.95,3,0
"278703",133.36080482,0.83289647,133.36080482,0.83289647,17.367,0.04088,0.04192,-18.98,3.16,0.6769,134.06,9.36,0.7,8,0
"517247",131.51096495,2.53367037,131.51096495,2.53367037,15.341,0.02795,0.02892,-20.24,12.05,0.8305,24.330002,10.2,1.1,8,0
"184519",176.71522587,-1.48505619,176.71522587,-1.48505619,16.82,0.09148,0.0928,-21.42,5.74,0.7466,40.940002,10.62,1.16,3,0
"62774",213.61994981,-0.38222113,213.61994981,-0.38222113,18.966,0.04364,0.04453,-17.85,2.38,0.1623,39.660004,9.25,1.16,8,6
"138381",182.06869219,-1.78253678,182.06869219,-1.78253678,16.076,0.02123,0.02284,-18.88,2.06,0.2599,105.84999,9.4,0.79,8,0
"37050",215.90250973,-1.06030399,215.90250973,-1.06030399,17.211,0.03103,0.03188,-18.61,5.53,0.3042,85.29,9.12,0.57,8,0
"505171",218.80276064,-1.95873627,218.80276064,-1.95873627,16.331,0.05416,0.05498,-20.64,2.49,0.1088,51.22,9.99,0.67,3,0
"31129",178.5474174,-1.13108925,178.5474174,-1.13108925,15.823,0.01107,0.01349,-18.04,4.01,0.3062,119.630005,8.9,0.57,8,0
"185510",180.59132175,-1.45393562,180.59132175,-1.45393562,16.515,0.02047,0.02217,-18.73,8.21,0.7754,30.089996,9.4,0.85,8,0
"279148",135.74609708,0.83100624,135.74609708,0.83100624,16.945,0.02741,0.02842,-18.56,2.63,0.6815,9.529999,9.38,0.92,8,0
"593645",217.39416377,-0.01822877,217.39416377,-0.01822877,14.104,0.00516,0.00635,-15.92,11.65,0.3935,107.0,8.0,0.5,8,0
"22859",179.27911485,1.17824318,179.27911485,1.17824318,17.654,0.04856,0.04981,-19.16,6.86,0.6437,43.130005,9.45,0.74,3,0
"485523",216.29216654,-1.80370459,216.29216654,-1.80370459,16.225,0.05438,0.05524,-20.77,2.08,0.0715,70.32001,9.93,0.52,3,0
"220439",181.6315901,1.61662965,181.6315901,1.61662965,15.334,0.01948,0.0213,-19.51,5.64,0.1834,31.589996,9.54,0.65,8,0
"49677",221.93920763,-0.67532225,221.93920763,-0.67532225,17.621,0.04265,0.0434,-18.95,6.12,0.6964,31.100006,9.41,0.78,8,0
"205209",140.83938858,-0.30296713,140.83938858,-0.30296713,18.591,0.0532,0.05435,-18.45,1.89,0.7622,31.679993,9.53,1.21,3,0
"324890",137.61097887,1.89656373,137.61097887,1.89656373,16.142,0.0765,0.07763,-21.67,6.28,0.3228,66.01001,10.58,0.94,3,0
"560340",180.02048069,-0.43099256,180.02048069,-0.43099256,16.735,0.08042,0.08171,-21.27,2.65,0.4602,21.75,10.72,1.36,3,0
"184122",175.05660903,-1.54796812,175.05660903,-1.54796812,15.593,0.04673,0.048,-21.09,3.69,0.4191,25.210007,10.54,1.14,8,0
"573610",129.27945625,-0.06568042,129.27945625,-0.06568042,17.87,0.04115,0.04214,-18.48,0.86,0.3814,27.769989,8.91,0.39,3,0
"574386",135.62392669,-0.05473327,135.62392669,-0.05473327,17.841,0.05396,0.05505,-19.14,0.88,0.4405,69.0,9.53,0.85,3,0
"376124",132.12184394,1.49718347,132.12184394,1.49718347,18.001,0.05022,0.05125,-18.84,1.1,0.0789,110.020004,9.62,1.12,3,1
"622305",132.55158534,0.65682959,132.55158534,0.65682959,15.171,0.04263,0.04367,-21.4,4.6,0.2965,146.87,10.62,1.09,8,0
"239055",216.30385032,1.51312008,216.30385032,1.51312008,18.791,0.04067,0.04151,-17.49,1.11,0.3661,17.920013,8.64,0.56,3,0
"622694",134.61916831,0.63711334,134.61916831,0.63711334,15.118,0.05236,0.05343,-21.84,4.73,0.2182,34.660004,10.74,1.02,8,0
"543895",213.27233631,-0.84623821,213.27233631,-0.84623821,15.427,0.02572,0.02662,-19.86,1.74,0.1046,30.839996,9.74,0.72,8,0
"611064",183.12760773,0.28410671,183.12760773,0.28410671,17.487,0.08285,0.08413,-20.54,1.12,0.3218,107.22,10.3,1.2,3,0
"617986",213.8504706,0.24782893,213.8504706,0.24782893,15.842,0.07722,0.07814,-21.96,5.29,0.5159,169.15,10.78,1.05,3,0
"9032",184.68921379,0.77289916,184.68921379,0.77289916,17.35,0.06389,0.06513,-20.33,2.82,0.2277,8.400009,10.3,1.27,3,0
"505800",221.82879589,-1.86377138,221.82879589,-1.86377138,17.304,0.0766,0.07738,-20.53,1.2,0.5086,47.770004,10.35,1.26,3,0
"609740",177.13587726,0.23091221,177.13587726,0.23091221,16.267,0.04717,0.04843,-20.55,7.9,0.6935,8.369995,10.28,1.06,8,0
"36915",212.50761318,-1.10772809,212.50761318,-1.10772809,17.033,0.05427,0.05519,-19.96,0.99,0.4895,10.25,9.97,1.0,3,0
"106549",216.55409249,0.8605753,216.55409249,0.8605753,14.866,0.03186,0.03269,-20.98,3.14,0.0423,84.33002,10.27,0.84,8,0
"205183",140.78945307,-0.41685301,140.78945307,-0.41685301,17.444,0.05562,0.05677,-19.64,2.31,0.5105,74.03,9.98,1.2,3,0
"617429",211.51215914,0.33337858,211.51215914,0.33337858,16.491,0.05372,0.05465,-20.49,2.51,0.5922,89.649994,10.22,1.04,8,0
"71290",184.18957646,0.0994817,184.18957646,0.0994817,16.738,0.07214,0.0734,-20.98,4.82,0.8035,115.55999,10.55,1.25,3,0
"601323",139.3414636,0.32191469,139.3414636,0.32191469,15.171,0.05403,0.05516,-21.83,6.97,0.308,53.78,10.73,1.01,8,0
"600646",136.68145896,0.25433707,136.68145896,0.25433707,17.931,0.05886,0.05996,-19.26,3.09,0.4455,167.74,9.4,0.64,3,0
"273114",182.1632901,1.31734934,182.1632901,1.31734934,17.549,0.07709,0.07836,-20.32,1.77,0.618,18.669998,10.37,1.38,3,0
"55373",181.85637152,-0.41271842,181.85637152,-0.41271842,17.163,0.08241,0.08369,-20.78,2.04,0.1664,116.16,10.47,1.28,3,0
"137557",178.59908832,-1.73498612,178.59908832,-1.73498612,15.863,0.10729,0.10862,-22.73,4.43,0.0377,23.79,11.12,1.18,4,0
"70719",181.17213736,0.01329533,181.17213736,0.01329533,18.296,0.02078,0.02243,-16.64,1.87,0.4434,6.9599915,8.47,0.73,8,0
"585028",180.89957201,-0.15704234,180.89957201,-0.15704234,16.98,0.10958,0.1109,-21.73,1.97,0.2876,115.42999,10.92,1.43,4,0
"272885",181.06709681,1.38105512,181.06709681,1.38105512,17.527,0.08345,0.08473,-20.49,0.91,0.4475,48.429993,10.3,1.23,3,0
"214678",130.96091575,0.59734583,130.96091575,0.59734583,17.357,0.05017,0.05119,-19.47,1.34,0.2067,170.20001,9.84,1.09,3,0
"402476",175.29809505,1.99587637,175.29809505,1.99587637,16.551,0.07492,0.07622,-21.24,1.77,0.6566,101.31,10.68,1.32,3,0
"485924",217.93075155,-1.82659531,217.93075155,-1.82659531,15.709,0.05178,0.05261,-21.18,3.17,0.0589,116.69,10.41,0.94,8,0
"30471",175.42165963,-1.20758837,175.42165963,-1.20758837,17.16,0.07823,0.07954,-20.86,0.76,0.3691,67.40001,10.52,1.31,3,0
"22589",178.27615653,1.19977937,178.27615653,1.19977937,17.417,0.0786,0.07989,-20.52,1.22,0.7788,134.54001,10.32,1.24,3,0
"287830",175.21039533,1.63177072,175.21039533,1.63177072,16.248,0.07697,0.07827,-21.63,5.35,0.7506,104.909996,10.83,1.32,3,0
"376597",134.34682615,1.52134204,134.34682615,1.52134204,16.604,0.07037,0.07145,-21.41,4.33,0.6974,25.220001,10.79,1.29,3,0
"365248",129.02215548,1.89409435,129.02215548,1.89409435,13.992,0.01356,0.01402,-20.06,11.24,0.3087,56.97,10.09,1.04,8,0
"517206",131.38724826,2.47481161,131.38724826,2.47481161,17.42,0.07464,0.07569,-20.54,1.09,0.0621,87.82001,10.4,1.31,3,0
"544424",215.51569951,-0.95708985,215.51569951,-0.95708985,15.903,0.10305,0.10396,-22.66,6.58,0.2202,13.839996,11.16,1.25,4,0
"205089",140.55532449,-0.36339142,140.55532449,-0.36339142,16.558,0.05697,0.05812,-20.6,3.17,0.4516,104.78,10.4,1.23,8,0
"543770",212.81778405,-0.95976535,212.81778405,-0.95976535,16.841,0.08719,0.08813,-21.26,2.17,0.2857,123.17,10.65,1.29,3,0
"227905",215.31936155,1.20743873,215.31936155,1.20743873,15.356,0.05481,0.05568,-21.69,3.45,0.7299,79.91998,10.79,1.18,8,0
"485127",214.20891573,-1.87151119,214.20891573,-1.87151119,16.027,0.08029,0.08121,-21.98,5.52,0.6766,31.980011,11.04,1.4,8,0
"548946",129.82867229,-0.61208574,129.82867229,-0.61208574,16.471,0.05048,0.05149,-21.13,3.23,0.3883,72.75,10.42,0.97,8,0
"77845",215.19415642,0.0828774,215.19415642,0.0828774,18.651,0.05454,0.05541,-19.12,3.01,0.667,95.28,10.11,1.42,8,0
"289112",181.0761067,1.69993268,181.0761067,1.69993268,16.651,0.02268,0.02412,-18.47,3.64,0.3337,120.95,9.46,1.06,8,0
"388424",139.94923008,2.52869101,139.94923008,2.52869101,15.841,0.08844,0.0896,-22.34,3.6,0.0551,146.72,10.78,0.87,3,0
"544708",216.56595271,-0.87288692,216.56595271,-0.87288692,16.564,0.0836,0.08448,-21.43,2.85,0.2774,73.04001,10.52,1.01,3,0
"320493",218.35852854,1.79094224,218.35852854,1.79094224,18.125,0.03378,0.03458,-17.92,4.55,0.8289,112.850006,8.89,0.63,3,0
"507763",214.46327016,-1.7470776,214.46327016,-1.7470776,16.921,0.05469,0.05558,-20.08,3.87,0.6752,120.06,9.84,0.76,3,0
"279126",135.42187577,0.82866995,135.42187577,0.82866995,17.473,0.05279,0.05387,-19.46,4.94,0.6567,11.51001,9.45,0.59,3,0
"485888",217.77701046,-1.8925001,217.77701046,-1.8925001,17.977,0.05315,0.05399,-18.9,1.65,0.3228,105.34,9.41,0.82,3,0
"569555",219.4072121,-0.58369517,219.4072121,-0.58369517,15.962,0.05689,0.0577,-21.17,2.66,0.3926,76.84,10.44,0.98,8,0
"137806",179.79059211,-1.80514206,179.79059211,-1.80514206,15.992,0.02093,0.02257,-19.02,4.23,0.3261,44.690002,9.36,0.65,8,1
"550353",135.35502407,-0.45792742,135.35502407,-0.45792742,16.684,0.02755,0.02857,-18.81,7.96,0.7975,24.960007,9.05,0.39,8,0
"302846",139.64139357,1.34375941,139.64139357,1.34375941,15.78,0.02727,0.02833,-19.78,5.4,0.4871,9.619995,9.85,0.88,8,0
"220126",180.46226483,1.56976956,180.46226483,1.56976956,17.945,0.02065,0.02231,-17.03,3.62,0.6545,82.97,8.76,0.9,8,0
"388153",138.90419111,2.47574761,138.90419111,2.47574761,16.892,0.09031,0.09147,-21.25,2.93,0.5017,50.309998,10.39,0.94,3,0
"208890",130.74366732,0.20611672,130.74366732,0.20611672,15.647,0.05033,0.05135,-21.2,8.67,0.7137,129.28,10.55,1.1,8,0
"208612",129.71517654,0.05914337,129.71517654,0.05914337,17.87,0.02455,0.02536,-17.31,2.29,0.4239,26.930008,8.49,0.45,8,0
"422366",130.59559741,2.4973292,130.59559741,2.4973292,15.813,0.02867,0.02965,-19.79,8.86,0.493,166.33002,9.62,0.62,8,0
"593588",217.08468865,-0.2043725,217.08468865,-0.2043725,14.467,0.0238,0.02467,-20.84,9.32,0.2861,177.57,10.32,0.94,8,1
"485308",214.82329794,-1.95872211,214.82329794,-1.95872211,16.676,0.07675,0.07766,-21.14,3.2,0.6389,21.790009,10.65,1.3,3,0
"386316",131.44404811,2.1992819,131.44404811,2.1992819,16.589,0.07577,0.07682,-21.2,3.77,0.8444,12.199997,10.61,1.25,3,0
"251297",218.11955951,1.91052243,218.11955951,1.91052243,16.166,0.03043,0.03123,-19.55,6.17,0.3048,21.51001,9.52,0.6,8,0
"139123",185.79263682,-1.83807507,185.79263682,-1.83807507,16.336,0.07649,0.07775,-21.56,6.3,0.8225,102.46,10.78,1.27,3,0
"485039",213.80752076,-1.96576092,213.80752076,-1.96576092,19.086,0.04809,0.04899,-19.79,3.51,0.3708,40.059998,10.09,1.07,8,1
"144197",179.32269553,-1.37419668,179.32269553,-1.37419668,16.792,0.02623,0.02749,-18.62,1.86,0.2114,30.179993,9.13,0.58,8,0
"325511",140.85429608,1.98687171,140.85429608,1.98687171,15.812,0.07026,0.07142,-21.76,3.17,0.3432,13.209991,10.58,0.88,3,0
"32362",184.53564653,-1.06411418,184.53564653,-1.06411418,13.715,0.019,0.02091,-21.13,13.65,0.4359,134.76,10.41,0.91,8,0
"210986",140.62496955,0.13147228,140.62496955,0.13147228,18.364,0.03783,0.03896,-17.93,7.33,0.3139,164.83,8.82,0.57,3,0
"504962",218.00788339,-1.97705126,218.00788339,-1.97705126,15.363,0.07301,0.07386,-22.32,4.59,0.0251,174.84,10.69,0.74,3,0
"85361",182.00626725,0.46968371,182.00626725,0.46968371,17.595,0.03499,0.03622,-18.35,1.73,0.4305,51.22,8.87,0.4,3,0
"278736",133.50943869,0.84216864,133.50943869,0.84216864,17.491,0.03982,0.04086,-18.94,2.77,0.4235,96.64,9.7,1.13,8,0
"345754",131.11856269,2.063963,131.11856269,2.063963,14.839,0.02555,0.02642,-20.56,5.73,0.4525,16.269989,10.25,1.01,8,0
"325441",140.40745486,1.86072568,140.40745486,1.86072568,19.485,0.02561,0.02663,,1.02,0.0767,101.74999,8.3,0.82,8,0
"287891",175.64089052,1.7509072,175.64089052,1.7509072,17.209,0.07564,0.07694,-20.59,1.85,0.5234,33.100006,10.36,1.23,3,0
"238316",213.86353431,1.75937585,213.86353431,1.75937585,17.46,0.0536,0.05449,-19.48,2.59,0.5411,178.07999,9.85,1.11,3,0
"381162",131.67446185,1.72113851,131.67446185,1.72113851,17.231,0.04945,0.05048,-19.5,2.79,0.0215,154.49,9.61,0.78,3,0
"30327",174.53622634,-1.05117589,174.53622634,-1.05117589,16.621,0.07773,0.07904,-21.21,4.29,0.3615,22.729996,10.53,1.13,3,0
"609598",176.53111048,0.30792954,176.53111048,0.30792954,18.592,0.02693,0.02818,-16.87,1.55,0.464,173.70001,8.44,0.6,8,0
"185567",180.80043345,-1.48836433,180.80043345,-1.48836433,16.166,0.08237,0.08366,-21.86,3.58,0.3816,96.86,10.9,1.3,8,0
"594184",219.31745706,-0.09980468,219.31745706,-0.09980468,16.584,0.1054,0.10624,-22.04,2.44,0.1702,129.74,10.98,1.35,4,0
"600677",136.81290029,0.33251305,136.81290029,0.33251305,16.336,0.09581,0.09695,-22.03,3.02,0.1746,175.04001,10.96,1.3,4,0
"622475",133.65253049,0.64257349,133.65253049,0.64257349,15.139,0.10699,0.1081,-23.66,9.8,0.1004,12.080002,11.67,1.41,4,0
"22849",179.30452386,1.06472239,179.30452386,1.06472239,16.941,0.07859,0.07988,-20.93,1.87,0.0884,59.26001,10.51,1.27,3,0
"279878",139.81814651,1.03629872,139.81814651,1.03629872,15.491,0.08734,0.08851,-22.7,4.39,0.0575,64.17,11.26,1.33,8,0
"584716",180.13990365,-0.19345356,180.13990365,-0.19345356,16.165,0.08109,0.08238,-21.8,4.12,0.417,162.70001,10.83,1.22,3,0
"593479",216.68738906,-0.19548743,216.68738906,-0.19548743,16.216,0.07933,0.0802,-21.67,2.48,0.3889,83.19,10.78,1.22,3,0
"549296",131.07139086,-0.42489859,131.07139086,-0.42489859,15.034,0.05217,0.0532,-21.9,5.0,0.0801,94.47,10.95,1.26,8,0
"561529",183.96997404,-0.42590445,183.96997404,-0.42590445,16.557,0.07583,0.07709,-21.27,1.5,0.4944,115.21999,10.48,1.04,3,0
"584723",180.1704785,-0.03918734,180.1704785,-0.03918734,16.452,0.09411,0.09542,-21.94,3.08,0.5045,150.77,11.05,1.48,4,0
"208654",129.77818435,0.14977055,129.77818435,0.14977055,17.255,0.10934,0.1104,-21.91,2.09,0.1718,96.009995,11.08,1.44,4,1
"239556",218.31384508,1.50993773,218.31384508,1.50993773,16.444,0.10947,0.11033,-22.31,2.39,0.1397,157.06,11.09,1.36,4,0
"551063",138.70411085,-0.59249794,138.70411085,-0.59249794,16.013,0.05392,0.05504,-21.02,5.0,0.6315,63.47,10.53,1.17,8,0
"574200",134.52337257,-0.02114556,134.52337257,-0.02114556,16.346,0.02856,0.0296,-19.21,4.74,0.7916,168.61,9.37,0.59,8,0
"229160",220.73625675,1.1005996,220.73625675,1.1005996,16.764,0.0495,0.05027,-20.16,3.78,0.4288,98.590004,9.78,0.61,3,0
"93674",221.76673628,0.47906341,221.76673628,0.47906341,15.268,0.05561,0.05637,-21.83,9.59,0.6592,73.76999,10.66,0.92,8,0
"549482",131.62449574,-0.58827436,131.62449574,-0.58827436,16.678,0.05097,0.05201,-20.15,7.37,0.4137,144.08,9.78,0.66,3,0
"107214",218.8964473,0.88883054,218.8964473,0.88883054,15.53,0.03012,0.03091,-20.21,11.25,0.3649,149.51001,9.88,0.72,8,0
"609235",174.38231555,0.27372412,174.38231555,0.27372412,17.907,0.01823,0.02017,-16.82,7.19,0.4587,34.98001,8.26,0.39,8,0
"396584",174.21783771,1.42771093,174.21783771,1.42771093,16.687,0.07356,0.07486,-21.03,3.86,0.586,111.14,10.59,1.3,3,0
"321013",220.69830675,1.72094433,220.69830675,1.72094433,18.013,0.03357,0.03433,-18.29,3.44,0.4003,162.48999,8.8,0.34,3,0
"205162",140.68638743,-0.31457465,140.68638743,-0.31457465,17.52,0.05427,0.05541,-19.48,4.26,0.1746,158.57999,9.46,0.6,3,0
"69985",177.81971347,0.06575896,177.81971347,0.06575896,16.268,0.07867,0.07997,-21.67,8.69,0.8508,161.45999,10.87,1.33,3,0
"230418",179.84234524,1.8848571,179.84234524,1.8848571,18.553,0.07677,0.07805,-19.39,0.9,0.5907,9.629997,10.32,1.66,3,1
"592863",214.33856074,-0.16909769,214.33856074,-0.16909769,17.093,0.04362,0.0445,-19.41,6.33,0.1394,30.720001,9.46,0.63,8,0
"79335",221.07642123,0.04394733,221.07642123,0.04394733,18.613,0.02824,0.02898,-20.9,10.45,0.5834,49.58,10.05,0.59,8,0
"370989",129.66804485,0.82257749,129.66804485,0.82257749,16.487,0.04985,0.05085,-20.37,6.88,0.192,58.03,9.81,0.58,3,0
"54102",176.75302968,-0.29421653,176.75302968,-0.29421653,14.586,0.00468,0.00649,-17.7,8.93,0.4824,120.509995,8.89,0.72,8,0
"592999",215.06155881,-0.07937635,215.06155881,-0.07937635,16.03,0.05278,0.05366,-20.89,4.24,0.473,129.15,10.26,0.89,8,0
"517244",131.46055278,2.50981418,131.46055278,2.50981418,16.784,0.07512,0.07617,-20.99,2.11,0.3248,68.42999,10.44,1.1,3,0
"508189",216.2098854,-1.71096714,216.2098854,-1.71096714,18.215,0.03545,0.0363,-17.83,3.12,0.449,29.26001,8.9,0.69,3,0
"79257",220.87280777,0.20387851,220.87280777,0.20387851,15.756,0.02845,0.0292,-19.94,12.7,0.8035,21.209991,9.72,0.66,8,0
"610054",178.44283234,0.32962604,178.44283234,0.32962604,15.952,0.04781,0.04907,-20.77,3.99,0.5357,112.9,10.32,1.02,8,0
"211030",140.80757016,0.19814407,140.80757016,0.19814407,18.989,0.03862,0.03975,-17.25,0.61,0.1004,57.83,8.61,0.64,3,0
"319200",213.71095918,1.83717168,213.71095918,1.83717168,18.008,0.05502,0.05591,-18.96,3.5,0.3348,79.32001,9.48,0.88,3,0
"215292",133.5354716,0.49856716,133.5354716,0.49856716,15.101,0.02823,0.02924,-20.49,5.71,0.7019,155.45,10.09,0.84,8,0
"592860",214.3059852,-0.02696597,214.3059852,-0.02696597,15.355,0.0516,0.05249,-21.56,5.57,0.4612,169.51001,10.65,1.05,8,0
"485739",217.18110042,-1.69685993,217.18110042,-1.69685993,16.253,0.07176,0.07262,-21.49,4.28,0.0893,6.1799927,10.44,0.85,3,0
"323504",131.95082098,1.53447364,131.95082098,1.53447364,15.238,0.06297,0.06401,-22.18,8.4,0.0884,161.97,10.94,1.13,8,0
"534753",175.02584602,-0.90141518,175.02584602,-0.90141518,14.416,0.0287,0.02995,-21.22,1.79,0.3269,49.78,10.35,0.8,8,0
